name,lat,lng,location,subcategory
Spice Island,51.50469381,-0.04777682567,London,Bar
Vibe Bar,51.52156939,-0.07181720956,London,Bar
Strawberry Moons,51.51084137,-0.1393978012,London,Bar
Perla (La),51.605119,0.165728,London,Bar
Po Na Na Souk Bar,51.41963235,-0.2018105798,London,Bar
Portobello Star,51.51479158,-0.2044159675,London,Bar
Ruskin's,51.378676,0.081113,London,Bar
Queen of Hoxton,51.52184866,-0.08077740669,London,Bar
The Living Room,51.56811447,-0.00225818858,London,Bar
Smollensky's,51.50420148,-0.01930117607,London,Bar
Fox@Connaught,51.50856462,0.039714,London,Bar
The Victoria,51.4610975,-0.2756070927,London,Bar
The Lane,51.51666792,-0.0699165952,London,Bar
Tamesa Bar & Brasserie,51.4996735,0.07018964859,London,Bar
Dream Bags Jaguar Shoes,51.52796982,-0.07793962955,London,Bar
Henley's Restaurant and Bar,51.48128588,-0.4418203773,London,Bar
3 Oceans Restaurant & Bar,51.61643411,-0.1771602054,London,Bar
Cru,51.56207,-0.387331,London,Bar
The Queens,51.54032979,-0.1578426361,London,Bar
Carbon @ The Cumberland,51.5139597,-0.157964129,London,Bar
The Slaughtered Lamb,51.5232572,-0.1010656357,London,Bar
Lord Rookwood,51.55698701,0.01706273631,London,Bar
The Big Chill Bar,51.521085,-0.072653,London,Bar
The Bridge Pub & Dining Room,51.485954,-0.232356,London,Bar
Marketplace,51.51623396,-0.140317,London,Bar
Shepherd's Bush Club,51.50069625,-0.2346627,London,Bar
Power's Bar,51.5453876,-0.2018523216,London,Bar
Slim Jim's Liquor Store,51.53809483,-0.1026459487,London,Bar
Dirty South,51.45914309,-0.003255415796,London,Bar
The Mitre,51.50788772,-0.203397274,London,Bar
Mini Bar,51.4629219,-0.2265843,London,Bar
Haringey Irish Cultural & Community Centre,51.60647277,-0.07239197959,London,Bar
Strongroom Bar,51.525986,-0.079831,London,Bar
Bar Kick,51.5268084,-0.07793426514,London,Bar
Bar Social,51.46438846,-0.1630032063,London,Bar
The Rake,51.50616818,-0.09099662304,London,Bar
Hoxton Square Bar & Kitchen,51.527421,-0.081525,London,Bar
The Holy Drinker,51.4590342,-0.1661252975,London,Bar
Crystals of London,51.53258818,-0.2850006842,London,Bar
Jack's,51.50416299,-0.105860289,London,Bar
Vida Loca,51.44449,-0.206829,London,Bar
Star of Bethnal Green,51.52677065,-0.0619665097,London,Bar
T-Bird,51.56146627,-0.09933361299,London,Bar
Pangea Project,51.566805,-0.07281124592,London,Bar
The Lost Hour,51.47839522,-0.011558,London,Bar
The Verge Bar,51.52447211,-0.07179737091,London,Bar
The Refinery Bar,51.50585098,-0.09961724281,London,Bar
Hide Bar,51.50217009,-0.0823691442,London,Bar
Roxy Bar and Screen,51.50271256,-0.09221572451,London,Bar
The Exhibit,51.44344245,-0.1514053345,London,Bar
Gordon Bennett Bar & Kitchen,51.39481187,-0.3079048,London,Bar
The Mag,51.454618,-0.077127,London,Bar
Pontefract Castle,51.516025,-0.150654,London,Bar
The Sugar Cane,51.46433857,-0.1631800317,London,Bar
Revolution,51.463158,-0.133917,London,Bar
Whittington Stone Pub,51.56633837,-0.1366372087,London,Bar
The George,51.59474974,0.02258179966,London,Bar
Suburban Bar & Lounge,51.41981735,-0.2059078217,London,Bar
Pickwicks Wine Bar,51.491672,-0.255687,London,Bar
The Pipeline,51.51720281,-0.07694033916,London,Bar
Stone Bar,51.4495,-0.044561,London,Bar
SW9 Bar,51.46334072,-0.115737319,London,Bar
Cumberland Arms,51.49441563,-0.2103822029,London,Bar
Corbet Place,51.520652,-0.073568,London,Bar
Westbourne House,51.515404,-0.191306,London,Bar
The Slug and Lettuce,51.50430402,-0.0907207127,London,Bar
Casa Blue,51.52474079,-0.07160693407,London,Bar
Belushi's,51.535938,-0.139631,London,Bar
O'Neill's,51.46259041,-0.3023815155,London,Bar
The Redchurch,51.52467006,-0.07231248085,London,Bar
Elk,51.480302,-0.197339,London,Bar
The Library,51.54479724,-0.10379076,London,Bar
The Village,51.59079422,-0.14157192,London,Bar
The Salusbury,51.53563223,-0.205334,London,Bar
Black Sheep Bar,51.371417,-0.100636,London,Bar
The Camden Head,51.53723339,-0.1409563302,London,Bar
Jan's bar,51.562857,-0.07159,London,Bar
All Bar One,51.42230354,-0.20872,London,Bar
Project Orange,51.46285778,-0.1701593399,London,Bar
The Elusive Camel,51.493862,-0.141812,London,Bar
All Bar One,51.459102,-0.306198,London,Bar
All Bar One,51.459655,-0.166435,London,Bar
All Bar One,51.50392675,-0.0203835558,London,Bar
Bec Bar,51.43528933,-0.157847,London,Bar
Jolly Marshman,51.490303,0.113532,London,Bar
All Bar One,51.516632,-0.12923,London,Bar
The Blue Ginger Bar,51.46170807,-0.3628921509,London,Bar
The Bickleys bar,51.544147,-0.185512,London,Bar
The Slug and Lettuce,51.591604,-0.1427724,London,Bar
Jezebel,51.528529,-0.236036,London,Bar
The Metro Bar,51.43414637,0.1029109955,London,Bar
All Bar One,51.509626,-0.07941,London,Bar
Bar 128,51.5087545,-0.1987595862,London,Bar
Slug and Lettuce,51.50432837,-0.02012729645,London,Bar
Lock 17,51.54117405,-0.145784,London,Bar
The Gallery,51.54649101,-0.1901796219,London,Bar
The Terrace,51.420844,-0.205691,London,Bar
Demon's Snooker,51.46827179,-0.3664116429,London,Bar
Bridge Bar & Eating House,51.4601305,-0.4472637177,London,Bar
Half Moon,51.45280349,-0.1010656357,London,Bar
The Drayton Arms,51.49080202,-0.1831999769,London,Bar
Moustache Bar,51.55235285,-0.07538080215,London,Bar
Belushi's,51.50295852,-0.09192116077,London,Bar
Yates's,51.46832521,-0.3666043282,London,Bar
The Slug And Lettuce,51.40929182,-0.3073972464,London,Bar
The Maypole,51.382574,-0.300840075,London,Bar
Princess Royal,51.48809882,-0.3010234056,London,Bar
Black Sheep Café Bar,51.419778,-0.08185826,London,Bar
Cooper Building (Students' Union of the University of Greenwich),51.480251,-0.006987,London,Bar
The Turks Head,51.45633015,-0.3229344535,London,Bar
Beaverwood Club,51.41968424,0.09015478427,London,Bar
Nicola's,51.607914,0.033593,London,Bar
Belfry Bar RUS,51.4595,-0.240757,London,Bar
Moors Bar,51.58090322,-0.1254951954,London,Bar
Barcadia,51.41170563,-0.3005354402,London,Bar
The Wheelwright's Arms,51.410751,-0.301678,London,Bar
Black Cherry,51.4598498,-0.0751495,London,Bar
O'Neill's,51.51169385,-0.3051495552,London,Bar
All Bar One,51.48932,0.111699,London,Bar
Tamesis Dock,51.491896,-0.122207,London,Bar
Edwards,51.51305258,-0.3065282106,London,Bar
b@one,51.46080373,-0.1673861037,London,Bar
The Alibi,51.54955087,-0.07553100586,London,Bar
Switch,51.59179865,0.0280329323,London,Bar
Babel,51.460471,-0.166882,London,Bar
Kosmopol,51.48728849,-0.1788576186,London,Bar
The Rocket,51.55156565,-0.1101207733,London,Bar
Brodies,51.50615816,-0.02144694328,London,Bar
Yates's,51.57634944,0.1825404167,London,Bar
Primo,51.50072911,-0.1172717708,London,Bar
Souk,51.46221255,-0.1371944604,London,Bar
Sugar Lounge,51.569825,-0.113377,London,Bar
The Slug and Lettuce,51.536545,-0.1033164,London,Bar
If bar,51.55807637,0.06844997406,London,Bar
Berties Wine Bar,51.42048598,-0.2062306398,London,Bar
Nicholas Nickleby,51.57397902,-0.1123416424,London,Bar
Revolution,51.35979754,-0.1915201355,London,Bar
Scream lounge,51.366608,-0.099308,London,Bar
O'Neill's,51.361266,-0.151867,London,Bar
Surbiton Royal British Legion,51.3862683,-0.2932334985,London,Bar
Conways 3,51.59724733,-0.2635940542,London,Bar
Kingston Workmen's Club,51.4111415,-0.2995711917,London,Bar
The Bodhran,51.58233461,-0.2314701274,London,Bar
Bar Malden,51.40348965,-0.2562912937,London,Bar
Willie Gunn,51.42912798,-0.1732523,London,Bar
Kings lounge,51.58607357,-0.250221,London,Bar
Brave New World,51.39304159,-0.2956272098,London,Bar
The Elm Tree,51.39195254,-0.3070136905,London,Bar
Lansdowne Pub,51.60298561,-0.270280838,London,Bar
The Blue Bar,51.59635381,-0.06905519778,London,Bar
Mango Landin',51.4555312,-0.1165151596,London,Bar
Lorenzo's,51.601684,-0.193355,London,Bar
Union Square,51.50205001,0.004388369689,London,Bar
Freddy's Bar and Grill,51.583925,-0.331979,London,Bar
Czech And Slovak Bar & Restaurant,51.54486471,-0.1915563744,London,Bar
Royal Oak,51.407397,-0.258218,London,Bar
Vogue Fabrics,51.5524796,-0.07474780083,London,Bar
GJ's,51.45296724,-0.191092314,London,Bar
Midas Touch,51.380209,-0.24392688,London,Bar
Madison's,51.53166281,-0.02095410806,London,Bar
"Woodlands Bar, St. John's Road, Isleworth",51.466049,-0.3250847,London,Bar
Sun And Woolpack,51.67119781,-0.04085540771,London,Bar
Lost Society,51.46799103,-0.1442599297,London,Bar
The Union Bar,51.49538869,-0.2750658989,London,Bar
Crazy Horse,51.6169264,-0.3131258386,London,Bar
Lloyds,51.399832,0.016885,London,Bar
Revolution,51.45847003,-0.3074107943,London,Bar
Leigham Arms,51.43005,-0.127258,London,Bar
The Charlotte Despard,51.568377,-0.136436,London,Bar
Cape,51.507133,-0.067572,London,Bar
Oscar's Lounge Bar,51.58165294,-0.3323449074,London,Bar
Preston Inn,51.569622,-0.295203,London,Bar
Bar Lorca,51.441498,0.149443,London,Bar
Bridge Bar,51.41074658,-0.02833414826,London,Bar
The Old Oak Pub,51.55483446,-0.1512336731,London,Bar
Prince of Wales,51.433583,0.04805,London,Bar
Frankie & Bennys,51.381151,-0.116071,London,Bar
The Blue Check,51.56116,-0.282522,London,Bar
The Beaconsfield,51.57634177,-0.09879185259,London,Bar
Henry's Cafe Bar,51.50661226,-0.1432728767,London,Bar
Chessington Cricket Club,51.3529247,-0.313693,London,Bar
Edwards,51.41970837,-0.2054858527,London,Bar
Ivory Lounge,51.36099592,-0.1920461655,London,Bar
TP's Sports Bar,51.40568493,0.0141023598,London,Bar
Zingara,51.45775069,0.1354193687,London,Bar
O'neils,51.426034,-0.254936,London,Bar
The Tiger,51.54514365,-0.03612841753,London,Bar
O'Neils,51.40706843,0.01583240935,London,Bar
Via,51.50697954,-0.02240180969,London,Bar
Gigalum,51.45375359,-0.146696191,London,Bar
The Duchess,51.47879037,-0.1427793503,London,Bar
Mint,51.43697767,-0.1274544917,London,Bar
Hysteria,51.54565449,-0.07574558258,London,Bar
O'Neills,51.36095573,-0.1921319962,London,Bar
Pitcher and Piano,51.45801809,-0.3066301346,London,Bar
The Kings Arms,51.51099866,-0.3019683243,London,Bar
The Woodman,51.36510302,-0.16251,London,Bar
Joiners Arms,51.529571,-0.074774,London,Bar
Goals,51.3768435,-0.2775979042,London,Bar
The Vineyard,51.54175561,-0.1033084096,London,Bar
cazbar,51.38260067,-0.2403849363,London,Bar
Duke Of Edinburgh,51.45676298,0.009423136319,London,Bar
286,51.45651205,-0.001265857598,London,Bar
Southbank Centre Members Bar,51.50599121,-0.1176738739,London,Bar
Hardys,51.48387933,0.001364519156,London,Bar
The General Roy,51.43618931,-0.4085487405,London,Bar
Flannery's Bar,51.5520264,-0.3005612602,London,Bar
The Dolphin,51.3624,-0.193626,London,Bar
Adam And Eve,51.50129993,-0.05091,London,Bar
Aqua East,51.507464,0.065832,London,Bar
Down South,51.442787,-0.220592,London,Bar
Sweeneys,51.573559,-0.42355775,London,Bar
The West Bar,51.564036,-0.354228,London,Bar
Chateau Six,51.44401,-0.205913,London,Bar
Puck Fair Bar,51.56668,-0.321389,London,Bar
Cafe Cafe,51.57032147,-0.3397607803,London,Bar
Northcote Arms,51.56005075,-0.001630783081,London,Bar
Blacks Bar,51.359989,-0.149644,London,Bar
Revolution,51.5113894,-0.0760654,London,Bar
The Queens Head,51.63330253,-0.09983276076,London,Bar
Ahir Bar,51.60180688,-0.193556,London,Bar
Thomas A Becket,51.48814886,-0.07652154978,London,Bar
The Albion,51.40921821,-0.2980041504,London,Bar
The Phene,51.485089,-0.167833,London,Bar
Henry's Café Bar,51.40169528,0.01491,London,Bar
Conways,51.606372,-0.300728,London,Bar
Green Man,51.58366745,-0.2669286843,London,Bar
Castle Bar,51.51165,-0.315298,London,Bar
Frank's Café & Campari Bar,51.47091165,-0.06693720818,London,Bar
King's Cross Filling Station,51.53514851,-0.1227151149,London,Bar
College Arms,51.5912,-0.00808,London,Bar
"The Upper DecK, Novotel",51.50751377,0.02373218536,London,Bar
Gj's,51.445557,-0.189193,London,Bar
The Chelsfield Public House,51.35689873,0.1064284911,London,Bar
The Seabright Arms,51.65689682,-0.207993575,London,Bar
Glow Lounge,51.45380009,-0.1465062409,London,Bar
OneTwenty,51.63332388,0.009039972386,London,Bar
The Bar,51.57716288,0.06639003754,London,Bar
The Common Room Bar,51.50986428,-0.2870178223,London,Bar
Ye Old Mire,51.47097614,-0.2554236832,London,Bar
The Bear,51.547375,-0.2728789522,London,Bar
Venus Bar,51.41772815,-0.178058083,London,Bar
The Lord Kitchener,51.64974,-0.171249,London,Bar
Barhemia - Marriot,51.481155,-0.438252,London,Bar
K.K. McCools,51.5863015,-0.08893400431,London,Bar
The minstrel boy,51.59981485,-0.1470783684,London,Bar
Broadway Bar & Cafe,51.38063495,-0.2822043272,London,Bar
The Waterman's Arms,51.484737,-0.3013247252,London,Bar
Golden Crane (Charles Wells),51.5690967,0.2667158758,London,Bar
Red Deer,51.35321405,-0.09793956222,London,Bar
Globe freehouse,51.472076,-0.489274,London,Bar
The Folly,51.36253565,-0.09810683325,London,Bar
Cranford Bar,51.48340611,-0.4812431644,London,Bar
Kosho,51.57645599,0.1820301009,London,Bar
RHP Bar,51.47067734,0.053071,London,Bar
The Terrace,51.37877,-0.161958,London,Bar
Rose And Crown,51.571074,-0.148892,London,Bar
Chicago Rock Cafe,51.36229846,-0.1916335056,London,Bar
Royston Hall,51.41012833,-0.04950284958,London,Bar
Crown Inn,51.56563461,0.188446,London,Bar
Patrick's,51.41079283,-0.02508248436,London,Bar
Raynes Park Social Club,51.40836161,-0.2380943298,London,Bar
The Prince,51.60075389,-0.1160705675,London,Bar
Rose And Crown,51.4329099,-0.1541262544,London,Bar
The Bull,51.522251,-0.262552,London,Bar
The Soul Bar,51.581794,-0.018705,London,Bar
Enfield Highway Conservative Club,51.653737,-0.048354,London,Bar
Sal's Bar,51.55949046,-0.2501964569,London,Bar
Belushi's,51.50398778,-0.2181816101,London,Bar
TJ Duffy's,51.498131,-0.315768,London,Bar
Skolars Sports Bar,51.601701,-0.1053729,London,Bar
Pix,51.51545318,-0.2047545811,London,Bar
The Bramcote Arms,51.48771509,-0.05434626691,London,Bar
The Nightingale,51.36267069,-0.1853299141,London,Bar
Orpington Liberal Club,51.37329225,0.0961689,London,Bar
The Cornershop,51.52702199,-0.0781917572,London,Bar
St George's Students' Union,51.42756625,-0.17505,London,Bar
Le QuecumBar,51.47400583,-0.1738071442,London,Bar
Garden Ladder,51.58116623,-0.09963694855,London,Bar
Bar Txt,51.36524141,-0.09900641935,London,Bar
Rumours,51.377546,-0.23832323,London,Bar
Treasury,51.365517,-0.149639,London,Bar
Sports Bar Wembley,51.56226628,-0.281758,London,Bar
Henderson's Sport & Sovial,51.60657057,0.24482131,London,Bar
So Bar,51.50545502,0.02645670169,London,Bar
Hooden on the green,51.401967,-0.153883,London,Bar
Britannia,51.475148,-0.13194,London,Bar
The Five Tuns (Pub & Kitchen),51.47101931,-0.4892031807,London,Bar
Barking Arms,51.53868822,0.08035898209,London,Bar
The Brogue,51.49583809,-0.3252548712,London,Bar
Bar Latitude,51.48036976,-0.006885043597,London,Bar
The Beehive,51.43886056,0.07075273439,London,Bar
"Sparrow's Farm, Avery Hill",51.44369321,0.07435083389,London,Bar
McGowan's,51.548824,-0.221293,London,Bar
Kingston Gate,51.41371362,-0.2874515586,London,Bar
Desperados,51.389903,0.074922,London,Bar
The Union Bar,51.500203,-0.178075,London,Bar
Kingsbury Services Club,51.59218217,-0.2651043881,London,Bar
The Three Tuns,51.54554,-0.4788695283,London,Bar
Boho,51.458959,-0.074945,London,Bar
Alta Ega,51.44103485,-0.1518494915,London,Bar
Chez Stokes,51.301269,-0.095297,London,Bar
ThreeWays Bar,51.41462445,-0.20136236,London,Bar
The Crown,51.46557425,-0.1559941186,London,Bar
Star and Garter,51.48412228,-0.0006008148193,London,Bar
Hannafords,51.42949789,-0.2628023904,London,Bar
Bar 1987,51.55675562,-0.2789068222,London,Bar
Champagne & Seafood Bar West,51.55594122,-0.2787254144,London,Bar
Oval Bar,51.50767407,0.03877264177,London,Bar
The Gardens,51.546416,-0.190022,London,Bar
Bar 1999,51.55656884,-0.2800440788,London,Bar
Port Louis Bar,51.58682979,-0.09614109993,London,Bar
The Union @ Roehampton,51.45520696,-0.2468812466,London,Bar
The Waggon,51.63413289,-0.133629845,London,Bar
The Archers,51.58670251,0.2006995158,London,Bar
Breeze,51.458756,0.08002567,London,Bar
moranos,51.60755005,-0.2959442139,London,Bar
East Ham Working Mans Club,51.53005664,0.04663196,London,Bar
Macy's Bar,51.632062,0.006095,London,Bar
Bardens Boudoir,51.55163237,-0.07505317279,London,Bar
Star Bar,51.515189,-0.302495,London,Bar
The Magic Garden,51.475234,-0.150683,London,Bar
Glitter Ball,51.54787097,0.007498184537,London,Bar
O'Briens,51.4822,-0.312709,London,Bar
ORANGE TREE,51.60556827,0.1793694887,London,Bar
King's Head Theatre Pub,51.53829052,-0.1024455697,London,Bar
Pump Lane,51.50457398,-0.4130037053,London,Bar
The Alice House,51.53473169,-0.2046773442,London,Bar
The Claret Wine Bar,51.35877938,-0.2168311911,London,Bar
"The Goose, Beckenham",51.41162,-0.030714,London,Bar
Henesseys,51.56846154,-0.4079814615,London,Bar
Southall Conservative Club,51.51149836,-0.3751115152,London,Bar
Dr O'Driscolls Bar,51.499317,-0.453984,London,Bar
Ilford Catholic Club,51.56077111,0.08235454559,London,Bar
Sylvan Post,51.43812589,-0.05443290881,London,Bar
The Poet,51.452877,-0.102328,London,Bar
The Grange,51.37104425,-0.1365192007,London,Bar
Underground Bar UEL,51.50815565,0.06405007031,London,Bar
The Bird In Hand Pub,51.61089342,-0.1007013628,London,Bar
The Whisky Bar,51.460065,-0.4471993446,London,Bar
the castle tavern,51.491178,0.055302,London,Bar
The Crown And Treaty,51.54991447,-0.4839777946,London,Bar
Gipsy Hill Tavern,51.4237896,-0.08398696781,London,Bar
Manby Arms,51.54468035,0.007939338684,London,Bar
Nalgo (Havering Staff Social Club),51.5660351,0.2196494,London,Bar
The Beehive,51.6348821,-0.07986074656,London,Bar
G Tavern,51.404643,-0.063295,London,Bar
Dunn's Wine And Beer Discotheque,51.441936,-0.143805,London,Bar
The Fox Inn,51.50811905,0.02552574931,London,Bar
Rudolphs,51.60332662,-0.06739511811,London,Bar
The Winchester,51.600036,0.020271,London,Bar
The Stretch,51.474495,-0.03616515,London,Bar
The Taps,51.653149,-0.0805077,London,Bar
The Wheatsheaf,51.66007938,-0.07927212987,London,Bar
The Wonder,51.66293047,-0.0852562174,London,Bar
The Sergeant,51.6588555,-0.08561319853,London,Bar
The Brickyard Bar & Grill,51.57149493,0.184081492,London,Bar
Enkel Arms,51.558593,-0.1179522228,London,Bar
The Den,51.592691,-0.270979,London,Bar
Lala Brasserie,51.49299337,-0.2218698111,London,Bar
Vodka revolutions,51.4759034,-0.3289735602,London,Bar
The Crown,51.45067972,0.0520662497,London,Bar
Alexandra Arms,51.60598151,-0.1483867669,London,Bar
Rotunda,51.53501782,-0.1212358475,London,Bar
The Sun Northaw,51.6633087,-0.1553273,London,Bar
Vodka Revolution,51.46360309,-0.1678294618,London,Bar
Crazy Cock,51.54968062,-0.2244640437,London,Bar
Sidney's Lounge & Bar,51.57541595,0.06621837616,London,Bar
The White Horse,51.50572935,-0.227987095,London,Bar
Bentley's Bar,51.5742108,0.183582489,London,Bar
Thyme Bar,51.480139,-0.424571,London,Bar
Bartrams,51.48681414,0.03468934288,London,Bar
Searcys Champagne Bar,51.51640772,-0.1765907604,London,Bar
OJs,51.56290544,0.2166366577,London,Bar
Uplands Social Club,51.60531814,0.05218298645,London,Bar
The New Inn,51.489183,-0.302054,London,Bar
Savannah's Pleasures,51.59695324,-0.06675899365,London,Bar
Bird In Hand,51.37534576,0.04502325145,London,Bar
The Bull,51.53919413,0.1652978481,London,Bar
McBride's Bar (Craven Cottage),51.47429987,-0.2220439911,London,Bar
The Arena,51.582914,-0.226668,London,Bar
Knights Park SU,51.40504338,-0.2992682907,London,Bar
Bar Ten,51.37390598,-0.09682484976,London,Bar
West 5 Bar & Brasserie,51.52931474,-0.2921736625,London,Bar
Metro Bar & Cantine,51.55269678,-0.1123742167,London,Bar
Club Lounge,51.49935721,-0.4540003624,London,Bar
SU St. Mary's Uni,51.43626918,-0.3356991351,London,Bar
Space Bar,51.40406375,-0.303605831,London,Bar
Apostle Bar,51.409349,-0.227364,London,Bar
Mary Janes,51.51184075,-0.07546126842,London,Bar
Sphere Bar & Lounge,51.475289,-0.491492,London,Bar
En Route To Bingedrinkingville!,51.458475,-0.348612,London,Bar
The Crown & Anchor,51.61523372,-0.06400032354,London,Bar
Crown and Sceptre,51.54750033,-0.4806147847,London,Bar
Holtwhites Sport And Social Club,51.66345479,-0.08443502456,London,Bar
The Railway Pub Bromley,51.40802661,0.016449404,London,Bar
The Larrik Inn,51.469175,-0.210175,London,Bar
South Croydon Conservative Club,51.36085678,-0.09543824277,London,Bar
George IV,51.49102644,0.06049580122,London,Bar
Royal British Legion Becontree,51.55949,0.13649,London,Bar
Admiral Vernon,51.535389,0.151273,London,Bar
Flanagans Free House,51.51147684,-0.315309763,London,Bar
Prince of Wales,51.35767263,-0.2174040829,London,Bar
Home Office,51.45061799,-0.1562021965,London,Bar
Brockley Social Club,51.46039015,-0.03454261158,London,Bar
Grand Union Paddington,51.51861085,-0.1713180542,London,Bar
Mascara Bar,51.566729,-0.072778,London,Bar
Bar N14,51.65889733,-0.1347525795,London,Bar
Hammers Social Club,51.531084,0.03922,London,Bar
Strawberry Moo,51.49013107,-0.04385692215,London,Bar
Blue Eyes Bar,51.55570166,-0.2749586105,London,Bar
Bar 10,51.652366,-0.080714,London,Bar
The Office,51.551784,-0.350568,London,Bar
Copperfield,51.44510905,-0.02613662551,London,Bar
The Wimpole,51.3862966,-0.043336,London,Bar
UCLU Phineas Bar,51.525776,-0.133167,London,Bar
The Wembley Tavern,51.56191755,-0.28195805,London,Bar
Pride Of The Midlands!,51.54959188,-0.44589575,London,Bar
Belvedere Social Club,51.48259525,0.1357457935,London,Bar
Load Of Hay,51.45457721,-0.4287839525,London,Bar
Raynes Park Tavern,51.40942768,-0.2272203174,London,Bar
Rio's Wine Bar,51.48184489,-0.4073512026,London,Bar
The Rylston,51.4836884,-0.20693,London,Bar
Bar 1932,51.555115,-0.278145,London,Bar
Knights Park Bar,51.4050555,-0.2994203568,London,Bar
The Antelope,51.56607,-0.020637,London,Bar
Bellegrove Social Club,51.46380202,0.1022699695,London,Bar
The Backstreet,51.52472829,-0.03434095333,London,Bar
Paradise Club (Above Rimini's),51.61904242,-0.1071918011,London,Bar
The Drift,51.51644565,-0.08116568612,London,Bar
The Lord Raglan,51.48611612,0.07346963,London,Bar
SU Bar,51.42762675,-0.175140068,London,Bar
Sundridge Park Wmc,51.4201836,0.02007680431,London,Bar
Savannah Lounge,51.617574,-0.063729,London,Bar
Bloated Mallard,51.426801,-0.356087,London,Bar
The Bishop,51.47309941,-0.07908124066,London,Bar
Kaktus,51.537048,-0.242383,London,Bar
Botwell Social Club,51.50800019,-0.4188311982,London,Bar
CRC,51.420977,-0.172632,London,Bar
Barrett's Bar,51.55830081,-0.2178697322,London,Bar
The Putney B&B,51.456047,-0.215836,London,Bar
The Asare Lounge UK,51.443083,-0.042513,London,Bar
British leigon club house,51.434513,-0.387428,London,Bar
The Bulls Head,51.3445864,0.1133382,London,Bar
Barneys,51.364306,-0.168964,London,Bar
KC's Bar,51.56858349,0.21939161,London,Bar
Caipirinia Bar,51.575205,-0.14165471,London,Bar
Moonbay,51.56207427,-0.3182671589,London,Bar
Keenan's,51.6008164,-0.1478348696,London,Bar
WoolwichWall,51.49019,0.067493,London,Bar
Mannions,51.5849646,-0.06493581198,London,Bar
Lewis Club,51.454468,-0.016344,London,Bar
The Goat,51.58676896,-0.09594950076,London,Bar
greenside social club,51.44836392,-0.178399086,London,Bar
Joe's,51.543495,-0.151727,London,Bar
CIU Club,51.41715206,-0.1619016858,London,Bar
Clayton Arms,51.47381568,-0.06576064885,London,Bar
The Albany Arms,51.48343884,-0.32606352,London,Bar
Centrals,51.37955331,-0.2436169505,London,Bar
Club Jj Woman,51.5163401,0.0081573,London,Bar
Missoula,51.5783841,0.1923927,London,Bar
Rascasse,51.40787251,-0.01929746956,London,Bar
Electric Social,51.46043,-0.119192,London,Bar
Madison Roof Bar,51.51386797,-0.09542226791,London,Bar
St Reatham Bar,51.434135,-0.128351,London,Bar
Beer Garden,51.51591205,0.02043782499,London,Bar
corner pin,51.433091,-0.185775,London,Bar
The Exile's Home,51.49188741,-0.2608962851,London,Bar
Bar 55 Camden,51.571088,-0.195486,London,Bar
Hunters Bar,51.52997071,-0.2885138532,London,Bar
the Brickmakers,51.51060134,-0.4634991289,London,Bar
Merton Manor Club,51.41513162,-0.1961917372,London,Bar
Bar,51.395529,0.106956,London,Bar
012 Bar,51.54276639,0.003345465362,London,Bar
Sparrow Farm Club,51.45213333,-0.3971011349,London,Bar
"Platform Cafe, Bar, Terrace",51.53747312,-0.05795527646,London,Bar
Pride Of Tottenham,51.58980279,-0.06999492645,London,Bar
W.P.O.S.C. You Know It Makes Sense!,51.44823456,-0.1782097667,London,Bar
Cape Of Good Hope,51.52696105,-0.1440647036,London,Bar
The GriffInn,51.51743583,-0.06143331528,London,Bar
The Angel,51.45019988,-0.2401732231,London,Bar
Lensbury Sports Bar,51.42759397,-0.3186669252,London,Bar
The Penge Conservative Club,51.412327,-0.037568,London,Bar
The Sultan,51.448098,-0.126077,London,Bar
Stormbird,51.47396345,-0.0904455521,London,Bar
Central SU Bar,51.544259,-0.173489,London,Bar
Railway Club Slade Green,51.464834,0.1904800126,London,Bar
The Ship,51.4800213,0.09157047608,London,Bar
Smsu,51.43403,-0.332859,London,Bar
The Florin,51.56261583,-0.1271263283,London,Bar
The Doodle Bar,51.4796082,-0.1684410927,London,Bar
Socialite Bar,51.62178358,-0.1415040324,London,Bar
Clapham Xavarians Clubhouse,51.40619708,-0.1104391229,London,Bar
Charlie's Bar,51.55430978,-0.2154206304,London,Bar
The Benet Club,51.51971802,-0.3086169938,London,Bar
Saffran Bar & Restaurant,51.55204345,-0.3010914596,London,Bar
Cannon Yard Geography,51.4295909,-0.0656154,London,Bar
Cross Keys,51.540023,0.161524,London,Bar
Star Lounge,51.59026203,-0.3326511469,London,Bar
Ruislip Royal British Legion,51.575972,-0.426828,London,Bar
209 Hendon Way,51.5711019,-0.2104714805,London,Bar
The Kings Arms,51.50997274,-0.3393753995,London,Bar
Greenwich Picturehouse Bar,51.47952302,-0.009859925034,London,Bar
DeAnn's,51.35687256,-0.148791194,London,Bar
Alaxandra Tavern,51.418314,-0.2888,London,Bar
Harry's Bar,51.60081685,-0.09822515795,London,Bar
Hookah lounge ltd,51.53102099,0.02723238431,London,Bar
All bar one,51.53596895,0.02946221232,London,Bar
New Eltham Social Club,51.43876102,0.07483756719,London,Bar
The Horseshoe,51.558412,-0.378943,London,Bar
Chariots of Fire Bar,51.45573247,-0.3429440733,London,Bar
Evinde,51.428732,-0.062024,London,Bar
paddys bar,51.56976037,-0.1954275113,London,Bar
Kurk's,51.464357,-0.273583,London,Bar
BrewDog Camden,51.5384313,-0.1408696175,London,Bar
The Farriers Arms,51.49145761,-0.04444420338,London,Bar
